Time,Open,High,Low,Close,Volume,Trades
1672857900,4.6587,4.6661,4.6587,4.6589,1471.65999728,24
1672858800,4.653,4.653,4.6257,4.6257,8777.70616698,61
1672859700,4.6431,4.6435,4.6083,4.6162,4483.9670921,37
1672860600,4.6131,4.6234,4.6131,4.6185,1581.85333968,9
1672861500,4.6229,4.6231,4.6146,4.6146,647.53447906,13
1672862400,4.6138,4.6239,4.6136,4.6182,1659.41841405,22
1672863300,4.6213,4.6229,4.6152,4.6173,1270.4406717,13
1672864200,4.6142,4.6142,4.5871,4.5877,13975.69569389,65
1672865100,4.5903,4.5945,4.5873,4.5873,893.33505425,16
1672866000,4.5901,4.6046,4.5901,4.6041,4637.57967151,31
1672866900,4.6032,4.6052,4.5999,4.6052,3201.18020897,21
1672867800,4.6085,4.6085,4.603,4.603,66.0021475,3
1672868700,4.6041,4.6041,4.6011,4.6028,795.15654344,14
1672869600,4.6061,4.6116,4.6057,4.6057,866.12039606,15
1672870500,4.6048,4.6067,4.6042,4.6065,626.43845068,6
1672871400,4.6073,4.6073,4.6073,4.6073,0.35497319,1
1672872300,4.6113,4.6114,4.6113,4.6114,14.49507316,3
1672873200,4.6154,4.6208,4.6154,4.618,892.27464661,8
1672874100,4.6203,4.6236,4.6203,4.6236,203.42026478,3
1672875000,4.6223,4.6298,4.6217,4.6298,1898.09439476,19
1672875900,4.6298,4.6315,4.6277,4.6315,1186.32705591,18
1672876800,4.6299,4.6366,4.6299,4.6366,1359.98553889,8
1672877700,4.6351,4.6444,4.6351,4.6444,208.57796913,6
1672878600,4.6419,4.6419,4.6293,4.6296,544.4010849,9
1672879500,4.6293,4.6296,4.6182,4.6182,841.05789484,15
1672880400,4.6178,4.6178,4.5996,4.6034,1109.93746132,15
1672881300,4.6164,4.6173,4.6164,4.6173,73.46766816,3
1672882200,4.6179,4.6284,4.6179,4.6223,939.07855039,22
1672883100,4.6318,4.6351,4.6279,4.6279,701.25382844,10
1672884000,4.6252,4.6252,4.6168,4.6251,143.12213118,5
1672884900,4.6242,4.6321,4.6214,4.6306,941.55996824,15
1672885800,4.63,4.6378,4.63,4.6378,200.71049257,8
1672886700,4.6371,4.6384,4.6199,4.6199,507.62978559,17
1672887600,4.6154,4.6201,4.6115,4.6115,887.70568121,20
1672888500,4.6142,4.6144,4.6051,4.6052,683.11359212,18
1672889400,4.6051,4.6052,4.5868,4.5868,2219.6232315,25
1672890300,4.5898,4.5994,4.5898,4.5994,392.48904485,10
1672891200,4.5996,4.6165,4.5996,4.6165,4333.14839073,30
1672892100,4.6158,4.6294,4.612,4.6228,5840.88860976,54
1672893000,4.6264,4.6264,4.6213,4.622,11142.84098127,28
1672893900,4.6294,4.631,4.625,4.625,794.06841604,10
1672894800,4.6235,4.6243,4.6235,4.6243,27.38727409,2
1672895700,4.63,4.6341,4.63,4.6341,349.92112226,6
1672896600,4.6283,4.6283,4.6248,4.6248,271.3229154,5
1672897500,4.6305,4.6309,4.6297,4.6297,445.77289521,5
1672898400,4.6324,4.6324,4.6256,4.6256,9.99445887,2
1672899300,4.6243,4.6244,4.6119,4.6119,1065.34671891,19
1672900200,4.6104,4.6104,4.5995,4.5995,285.50934146,4
1672901100,4.6048,4.6138,4.6045,4.6115,2446.91178377,26
1672902000,4.6064,4.6068,4.6011,4.6011,2241.67642271,13
1672902900,4.5954,4.5954,4.57,4.57,6258.99645341,40
1672903800,4.575,4.5873,4.575,4.5854,1185.39347888,10
1672904700,4.5833,4.5858,4.5832,4.5858,26.7292866,3
1672905600,4.5847,4.5878,4.5821,4.5821,2576.53547999,22
1672906500,4.5755,4.5755,4.5746,4.5746,107.78361152,2
1672907400,4.5625,4.5642,4.5566,4.5642,787.84192521,12
1672908300,4.5708,4.5708,4.5664,4.5664,5.04365732,2
1672909200,4.5639,4.567,4.554,4.567,4719.55090273,24
1672910100,4.5722,4.5727,4.5626,4.5626,1043.09266646,12
1672911000,4.564,4.564,4.564,4.564,298.034,2
1672911900,4.554,4.5618,4.55,4.5615,1352.02360464,14
1672912800,4.5554,4.5661,4.5554,4.5661,77.5534785,2
1672913700,4.5683,4.5727,4.5683,4.5698,731.866976,6
1672914600,4.5715,4.5755,4.5715,4.5739,1594.64854011,16
1672915500,4.5742,4.5747,4.5703,4.5715,353.25792509,12
